,uid,anime_uid,score
111864,264981,35838,10
111865,266018,35838,10
111866,65601,11757,9
111867,266084,35838,9
111868,188972,2783,9
111869,114701,11757,6
111870,263881,35838,9
111871,177617,11757,5
111872,306497,35838,10
111873,170617,11757,6
111874,317198,2783,7
111875,265994,35838,10
111876,134271,11757,7
111877,179051,22661,9
111878,266803,35838,5
111879,314902,22661,7
111880,260592,36078,6
111881,264030,35838,10
111882,265974,35838,9
111883,265963,35838,9
111884,15801,1819,5
111885,256065,2970,1
111886,265960,35838,9
111887,183996,11757,8
111888,5927,2970,7
111889,266142,35838,4
111890,322094,1596,2
111891,22076,2970,6
111892,273364,1596,10
111893,90269,11757,7
111894,243232,2970,2
111895,233459,33113,7
111896,42837,2970,10
111897,225600,33113,3
111898,121419,11757,7
111899,31505,1596,8
111900,229619,33113,1
111901,289049,11209,8
111902,232227,11209,7
111903,79850,11757,8
111904,55409,11209,8
111905,265973,35838,9
111906,295082,7452,10
111907,217664,21835,7
111908,79656,4938,9
111909,88033,14479,3
111910,46427,4938,8
111911,191168,21835,7
111912,142757,11757,6
111913,98643,14479,3
111914,94633,11757,5
111915,32863,4938,10
111916,64975,1596,2
111917,147935,21835,6
111918,86111,11757,8
111919,164121,21835,5
111920,149523,4938,10
111921,277810,4938,6
111922,127675,11757,6
111923,164015,21835,9
111924,225068,4938,7
111925,297779,21835,6
111926,11190,4362,8
111927,9058,1596,6
111928,163435,4938,2
111929,17174,4938,10
111930,181008,11757,7
111931,172699,11757,7
111932,15357,4938,5
111933,187844,11757,8
111934,15253,4938,10
111935,55607,11209,6
111936,15362,4938,9
111937,55465,11209,7
111938,308105,4107,7
111939,3678,2970,6
111940,255040,4107,7
111941,125477,11757,3
111942,23955,4107,8
111943,256063,2970,10
111944,321902,2973,8
111945,21785,4107,8
111946,91639,11757,7
111947,321154,4107,5
111948,79728,2973,7
111949,324898,2973,2
111950,15366,4107,5
111951,125527,11757,6
111952,17459,2973,7
111953,182361,4107,8
111954,2720,2970,7
111955,174157,11757,3
111956,33309,2970,5
111957,6949,2970,7
111958,8118,2970,9
111959,190331,2970,8
111960,14894,4107,6
111961,100877,2970,7
111962,29170,4107,5
111963,146713,11757,5
111964,1717,2970,9
111965,1285,2970,8
111966,14860,4107,7
111967,14520,4107,8
111968,140399,11757,6
111969,224947,11757,10
111970,117127,11757,7
111971,107625,11757,8
111972,253491,11757,4
111973,122347,11757,10
111974,298682,2983,3
111975,11796,2983,5
111976,237200,11757,7
111977,317143,2983,6
111978,95681,11757,6
111979,120101,21107,4
111980,307078,12561,6
111981,306880,12561,7
111982,234380,25461,5
111983,171341,11757,6
111984,240117,2983,4
111985,20859,2983,2
111986,138211,11757,6
111987,21054,2983,7
111988,166565,11757,10
111989,314628,31263,8
111990,159303,11757,7
111991,275495,1802,6
111992,244658,18,6
111993,280178,31263,5
111994,326,1802,6
111995,160361,11757,5
111996,151735,11757,5
111997,264659,16662,4
111998,16802,2255,2
111999,161015,16662,9
112000,294560,2255,8
112001,140581,16662,8
112002,194503,11757,10
112003,87287,11757,10
112004,112867,1749,3
112005,19628,1669,9
112006,197590,11757,5
112007,238416,34647,7
112008,89875,11757,6
112009,236930,34647,3
112010,282383,6336,10
112011,236912,34647,10
112012,216726,11757,3
112013,10025,1669,1
112014,307105,6336,9
112015,8610,1669,2
112016,310051,6336,10
112017,81980,11757,8
112018,161343,3702,1
112019,313080,1749,6
112020,200995,11757,9
112021,199554,2255,7
112022,187984,3702,10
112023,7623,3702,8
112024,24454,2255,8
112025,66167,11757,9
112026,27548,3026,7
112027,240003,6131,5
112028,286104,24833,9
112029,31820,6131,7
112030,85011,11757,10
112031,263442,10513,5
112032,9559,47,10
112033,84379,11757,10
112034,286227,36654,7
112035,269527,47,9
112036,15160,6131,1
112037,32949,47,10
112038,291784,36654,8
112039,280871,34376,10
112040,85889,11757,8
112041,209407,11757,3
112042,252978,34376,10
112043,252953,34376,9
112044,237903,1341,6
112045,279549,47,5
112046,102009,1341,5
112047,255358,7329,9
112048,180158,11757,9
112049,279947,34177,2
112050,110605,1341,7
112051,70209,11757,8
112052,258668,34177,7
112053,227629,3702,7
112054,260657,1341,5
112055,90711,11757,7
112056,258685,34177,7
112057,288294,1341,1
112058,70267,3702,10
112059,267987,34177,6
112060,59059,1341,1
112061,249680,11757,4
112062,178403,1059,8
112063,259876,34177,8
112064,171685,1059,4
112065,324272,34177,9
112066,5714,1059,10
112067,298021,34177,9
112068,311671,47,10
112069,250516,11757,10
112070,177879,1341,4
112071,261709,34177,9
112072,254819,34177,5
112073,186319,47,9
112074,128167,1341,3
112075,305823,11757,8
112076,179257,47,7
112077,202463,1341,2
112078,263936,11757,2
112079,168755,1341,2
112080,258634,34177,6
112081,146789,47,10
112082,6013,1341,5
112083,255548,34177,8
112084,1335,47,9
112085,308348,11757,4
112086,255195,34177,9
112087,279436,47,10
112088,259227,34177,8
112089,258633,34177,8
112090,18852,1341,7
112091,54907,3702,10
112092,300728,3702,10
112093,142189,11757,8
112094,54077,3702,10
112095,152157,3702,8
112096,221015,11757,9
112097,135503,47,7
112098,253906,47,6
112099,258930,47,8
112100,206444,11757,2
112101,258765,33668,4
112102,7212,47,6
112103,236782,11757,2
112104,210589,47,8
112105,239554,33668,8
112106,244114,33668,9
112107,207040,11757,3
112108,236971,33668,7
112109,74255,11757,9
112110,235937,33668,7
112111,260840,3702,8
112112,237487,33668,7
112113,74267,11757,7
112114,237782,33668,9
112115,235956,33668,9
112116,198807,11757,6
112117,165629,11757,8
112118,88059,11757,7
112119,236758,33668,7
112120,234648,47,7
112121,64219,47,10
112122,235981,33668,4
112123,315136,47,10
112124,163905,11757,6
112125,235933,33668,7
112126,320111,47,7
112127,82810,11757,10
112128,323599,47,5
112129,323883,47,8
112130,325338,47,8
112131,143447,11757,7
112132,263251,47,9
112133,241942,47,5
112134,203630,11757,7
112135,23878,533,10
112136,272609,47,8
112137,11743,533,3
112138,247744,47,5
112139,238882,47,9
112140,203601,11757,5
112141,281665,47,9
112142,198251,11757,10
112143,95677,11757,6
112144,282163,47,7
112145,184252,11757,3
112146,282714,47,8
112147,187098,11757,7
112148,295716,47,5
112149,242416,537,5
112150,171129,11757,6
112151,40975,537,1
112152,186955,537,7
112153,247225,47,10
112154,302154,47,9
112155,254710,13519,3
112156,245901,11757,10
112157,255722,11757,10
112158,206633,47,8
112159,37276,537,2
112160,17488,537,7
112161,239583,11757,7
112162,250658,47,8
112163,251466,47,9
112164,246355,35389,6
112165,294959,11757,7
112166,261044,47,9
112167,294996,11757,8
112168,261653,47,10
112169,295247,11757,4
112170,261928,47,9
112171,272887,47,7
112172,256663,11757,4
112173,272966,47,8
112174,302063,537,3
112175,286646,36318,4
112176,275392,47,9
112177,63711,10740,6
112178,136357,537,2
112179,273198,11757,10
112180,114251,10740,5
112181,220223,47,8
112182,10109,537,1
112183,13100,537,2
112184,296793,1035,6
112185,150897,47,9
112186,279294,37792,10
112187,52167,1035,8
112188,223473,47,7
112189,235654,47,9
112190,184444,11757,6
112191,19083,1300,9
112192,227696,47,5
112193,75701,11757,7
112194,268801,32603,2
112195,103093,47,6
112196,276460,47,1
112197,75633,11757,9
112198,310455,21177,10
112199,80174,47,9
112200,235012,34283,5
112201,223679,47,10
112202,127117,6183,8
112203,66109,47,7
112204,92855,11757,8
112205,16186,618,6
112206,85265,47,9
112207,85715,11757,9
112208,263485,618,5
112209,34612,618,8
112210,176231,11757,8
112211,292753,6008,7
112212,126991,47,9
112213,95119,11757,10
112214,201013,618,3
112215,29265,47,8
112216,81380,11757,8
112217,210778,25689,9
112218,199651,11757,10
112219,29415,618,8
112220,81784,11757,7
112221,215196,31068,7
112222,101883,47,7
112223,87965,11757,7
112224,88043,618,7
112225,281297,34964,5
112226,273097,34964,4
112227,100375,47,10
112228,219900,11757,2
112229,71719,47,10
112230,273350,34964,5
112231,274644,34964,6
112232,246622,47,8
112233,275277,34964,5
112234,248405,47,9
112235,218710,47,8
112236,181380,11757,8
112237,275793,34964,5
112238,215576,47,10
112239,151387,47,8
112240,275926,34964,7
112241,317263,35976,2
112242,203510,47,10
112243,88797,11757,7
112244,213339,47,8
112245,319070,28717,5
112246,208603,47,7
112247,22394,1751,7
112248,79866,11757,7
112249,276102,34964,6
112250,255924,1751,6
112251,21429,47,10
112252,116587,1751,3
112253,277971,34964,5
112254,280015,47,7
112255,3526,1751,8
112256,279982,34964,6
112257,206724,47,7
112258,225166,11757,9
112259,284246,34964,6
112260,197171,47,10
112261,9900,1751,7
112262,197820,11757,4
112263,208388,47,10
112264,312451,34964,7
112265,273991,30739,6
112266,313040,34964,4
112267,223690,6383,1
112268,168457,11757,10
112269,247646,6383,8
112270,193293,47,10
112271,283653,11757,4
112272,323001,34964,9
112273,197330,47,9
112274,323626,11757,4
112275,274962,34964,6
112276,185238,47,10
112277,262245,11757,4
112278,277099,34964,6
112279,166165,47,10
112280,324194,11757,6
112281,277332,34964,5
112282,183359,47,10
112283,215277,47,7
112284,17854,47,9
112285,249139,11757,2
112286,286386,34964,6
112287,136261,47,9
112288,307406,34964,10
112289,47595,47,10
112290,249628,11757,8
112291,276630,47,10
112292,276207,34964,7
112293,278193,47,3
112294,286496,11757,4
112295,28615,47,9
112296,182391,21177,4
112297,209997,47,9
112298,246278,21177,5
112299,157523,47,10
112300,88979,11757,6
112301,257616,21177,4
112302,266429,21177,4
112303,170553,47,9
112304,277909,21177,6
112305,126649,11757,4
112306,194093,47,8
112307,99199,47,9
112308,93773,11757,10
112309,2768,618,2
112310,8128,47,8
112311,11628,618,7
112312,898,618,3
112313,21659,6525,6
112314,283638,34964,7
112315,271857,3702,9
112316,95471,11757,10
112317,29889,3702,5
112318,99881,11757,10
112319,292178,34964,8
112320,296868,34964,7
112321,85167,11757,8
112322,275765,34964,5
112323,232909,3702,4
112324,191579,47,8
112325,275871,34964,8
112326,34430,47,10
112327,176011,11757,6
112328,276201,34964,9
112329,30235,47,10
112330,182285,47,8
112331,276266,34964,1
112332,178621,11757,8
112333,41077,47,10
112334,182980,11757,6
112335,276435,34964,10
112336,275463,34964,8
112337,297118,47,8
112338,184333,11757,3
112339,299568,47,10
112340,276602,34964,5
112341,299743,47,6
112342,184192,11757,8
112343,277003,37668,4
112344,274691,34964,8
112345,150193,11757,6
112346,276135,34964,10
112347,266902,47,9
112348,269734,34964,9
112349,270427,34964,5
112350,267407,47,8
112351,166777,11757,9
112352,302996,47,7
112353,270103,33572,4
112354,303314,47,10
112355,270683,34964,6
112356,304197,47,9
112357,152179,11757,7
112358,308229,47,7
112359,150209,11757,6
112360,309326,47,10
112361,138905,11757,10
112362,275780,34964,8
112363,206771,3702,9
112364,246250,5869,5
112365,136917,11757,9
112366,275762,34964,7
112367,276029,34964,7
112368,275808,34964,8
112369,207118,3702,7
112370,140043,11757,10
112371,275778,34964,9
112372,314626,3702,4
112373,144243,11757,7
112374,315612,3702,10
112375,216122,21177,8
112376,147161,11757,9
112377,260736,3702,9
112378,218930,21177,8
112379,219300,11757,3
112380,274179,21177,7
112381,251209,2462,7
112382,231997,11757,7
112383,232232,21177,7
112384,22012,2462,2
112385,243485,3702,7
112386,245000,3702,8
112387,148231,21177,5
112388,310304,36239,5
112389,233414,11757,10
112390,270745,3702,7
112391,234472,11757,5
112392,259139,36239,5
112393,185079,21177,8
112394,148123,21177,9
112395,276797,3702,10
112396,180104,21177,6
112397,117269,3702,9
112398,148105,21177,10
112399,231491,3702,8
112400,236093,11757,8
112401,259063,36239,1
112402,94165,3702,9
112403,148317,21177,5
112404,124775,7579,7
112405,179014,21177,7
112406,219118,3702,8
112407,9449,2462,7
112408,155615,21177,3
112409,280301,3702,9
112410,290721,3702,8
112411,133649,11757,6
112412,148093,21177,8
112413,211356,3702,9
112414,316946,47,8
112415,170303,21177,8
112416,317550,47,9
112417,319143,47,10
112418,131449,11757,10
112419,148091,21177,5
112420,241509,20713,5
112421,285934,47,8
112422,129587,11757,8
112423,10827,47,10
112424,20271,47,8
112425,127339,11757,10
112426,235204,47,5
112427,205484,11757,4
112428,155599,21177,6
112429,190563,47,10
112430,136697,11757,7
112431,25062,47,7
112432,240403,32854,4
112433,212437,11757,8
112434,171441,21177,4
112435,224289,47,10
112436,148471,21177,6
112437,213133,11757,2
112438,300108,11757,6
112439,139891,21177,9
112440,235562,47,5
112441,198573,2147,7
112442,262702,32603,5
112443,180565,47,8
112444,265381,11757,5
112445,233804,2147,6
112446,266334,11757,4
112447,272773,32603,3
112448,49385,47,9
112449,297021,2147,5
112450,249226,11757,5
112451,278265,32603,5
112452,183809,47,7
112453,235827,32603,3
112454,286531,24833,2
112455,235858,32603,7
112456,200659,24833,7
112457,236585,32603,8
112458,219416,24833,10
112459,238660,32603,6
112460,52155,2147,7
112461,235793,32603,5
112462,170547,2147,5
112463,196871,24833,8
112464,235747,32603,4
112465,199286,24833,9
112466,273276,32603,10
112467,291643,24833,9
112468,80996,11757,9
112469,6345,2147,7
112470,284435,37277,4
112471,270913,24833,10
112472,215357,11757,10
112473,185477,10740,4
112474,272762,24833,3
112475,12442,2147,7
112476,50299,10740,5
112477,10382,2147,6
112478,297061,24833,8
112479,288007,36318,6
112480,298775,24833,9
112481,98955,11757,9
112482,193278,24833,10
112483,207943,11757,6
112484,297430,36318,1
112485,192953,24833,7
112486,237447,16656,5
112487,144451,10355,2
112488,211773,11757,6
112489,324637,36318,7
112490,202633,24833,6
112491,115607,16656,7
112492,279737,36318,4
112493,114321,11757,10
112494,203834,24833,7
112495,291094,36318,7
112496,212263,11757,4
112497,274196,36318,7
112498,205200,24833,9
112499,210837,11757,5
112500,264074,36318,5
112501,278869,36318,3
112502,265059,36318,4
112503,204927,24833,7
112504,227804,11757,6
112505,204713,24833,4
112506,208211,24833,9
112507,288409,24833,8
112508,203284,24833,8
112509,227644,11757,8
112510,136083,11757,7
112511,61199,3702,9
112512,61627,3702,9
112513,263677,3702,7
112514,113589,3702,9
112515,9761,3702,9
112516,25450,3702,10
112517,182689,3702,9
112518,212550,30379,7
112519,14341,3702,10
112520,144107,11757,5
112521,203398,11757,8
112522,21168,3702,10
112523,199910,3702,9
112524,208202,30379,6
112525,268049,3702,10
112526,144333,11757,7
112527,269520,3702,9
112528,107043,11757,10
112529,129365,3702,9
112530,294480,1725,4
112531,215830,11757,7
112532,303266,3702,9
112533,10435,1725,7
112534,284386,3702,9
112535,210917,11757,1
112536,179721,11757,8
112537,226978,3702,2
112538,91105,11757,7
112539,113459,3702,8
112540,186079,11757,8
112541,284771,11757,4
112542,136031,3702,8
112543,203911,797,5
112544,245044,7498,6
112545,305145,47,9
112546,285391,47,9
112547,315400,47,7
112548,285206,11757,1
112549,241286,11757,8
112550,157465,47,7
112551,173065,47,4
112552,111091,1629,7
112553,59269,47,6
112554,222310,31147,9
112555,187955,47,10
112556,306973,47,8
112557,309872,47,9
112558,319703,2703,6
112559,310401,47,5
112560,9025,2703,9
112561,285412,11757,5
112562,181330,47,7
112563,45381,373,8
112564,563,47,7
112565,52043,373,8
112566,105375,47,10
112567,124087,11757,10
112568,53105,4201,10
112569,129865,11757,8
112570,221850,11757,1
112571,241006,31147,8
112572,181397,47,6
112573,304536,47,6
112574,216623,11757,6
112575,289618,31147,7
112576,220780,47,4
112577,234328,6491,5
112578,203594,11757,7
112579,23927,6491,5
112580,253547,24833,8
112581,217662,11757,2
112582,79158,3271,7
112583,190793,24833,8
112584,218280,11757,8
112585,196814,24833,7
112586,322942,3511,3
112587,84363,11757,9
112588,191211,24833,6
112589,237730,11757,1
112590,192578,24833,9
112591,249911,11757,3
112592,102717,17082,6
112593,117975,2786,8
112594,301046,36223,5
112595,102461,17082,8
112596,203896,11757,6
112597,192153,24833,6
112598,242395,3511,5
112599,234598,1593,8
112600,227909,24833,10
112601,60611,1593,9
112602,59077,1593,3
112603,191102,24833,4
112604,84441,11757,10
112605,291292,24833,5
112606,268883,24833,10
112607,287503,31763,3
112608,190640,24833,9
112609,191233,24833,6
112610,190875,24833,2
112611,245776,31763,6
112612,251245,31763,2
112613,193719,24833,7
112614,221797,17082,8
112615,200916,11757,6
112616,198651,24833,4
112617,104213,17082,9
112618,190673,24833,8
112619,190667,24833,7
112620,192653,24833,3
112621,99883,11757,9
112622,249778,17082,8
112623,190647,24833,8
112624,241591,15891,5
112625,237239,11757,7
112626,249687,17082,3
112627,270036,17082,7
112628,218974,3702,7
112629,271677,17082,6
112630,23038,3702,10
112631,184043,15891,6
112632,95175,11757,8
112633,161349,11757,9
112634,204036,17082,8
112635,29364,3702,10
112636,161057,11757,10
112637,28652,3702,9
112638,155977,11757,8
112639,102299,11757,9
112640,54643,3702,9
112641,103217,11757,6
112642,228729,17082,6
112643,81424,11757,7
112644,33946,3702,7
112645,145905,11757,9
112646,227923,17082,7
112647,8839,3702,10
112648,248737,11757,5
112649,216413,17082,6
112650,8070,3702,9
112651,277917,11757,3
112652,237680,17082,6
112653,169439,3702,9
112654,9296,3702,10
112655,280225,17082,7
112656,15143,3702,8
112657,224950,2719,6
112658,281045,17082,6
112659,198286,3702,4
112660,213506,2719,3
112661,241684,2719,1
112662,74039,3702,6
112663,309501,17082,5
112664,9407,3702,9
112665,15744,3702,9
112666,109695,11757,8
112667,215483,17082,4
112668,256221,31763,7
112669,169299,3702,8
112670,10401,3702,10
112671,292949,31763,5
112672,132857,11757,7
112673,234006,31763,3
112674,122797,16782,8
112675,106227,16782,9
112676,226199,31763,8
112677,260356,36524,8
112678,89205,11757,9
112679,190632,16782,10
112680,234001,31763,2
112681,315521,36524,9
112682,224860,31763,3
112683,260133,36524,6
112684,320548,11757,5
112685,260380,36524,2
112686,252113,16782,4
112687,259988,36524,6
112688,100253,16782,8
112689,33179,1593,3
112690,259941,36524,9
112691,320565,11757,6
112692,101975,1593,10
112693,99787,16782,8
112694,180435,16782,9
112695,322722,11757,3
112696,282674,36001,2
112697,258328,16782,7
112698,322791,11757,5
112699,28077,1593,9
112700,289612,36001,5
112701,204263,16782,10
112702,281692,36001,10
112703,282196,36001,5
112704,21537,1593,7
112705,102889,16782,6
112706,322879,11757,2
112707,152367,16782,10
112708,283223,36001,4
112709,322962,11757,4
112710,100673,17082,7
112711,314178,36001,2
112712,323229,11757,7
112713,99473,16782,10
112714,281711,36001,1
112715,145055,16782,10
112716,262299,11757,3
112717,107419,17082,7
112718,179472,16782,4
112719,243363,17082,8
112720,100763,16782,6
112721,224317,11757,7
112722,275664,17082,6
112723,303238,16782,6
112724,128203,11757,7
112725,226603,17082,8
112726,284553,17082,8
112727,99853,16782,9
112728,102417,17082,7
112729,279054,36001,4
112730,99149,16782,8
112731,191640,16782,9
112732,281677,36001,2
112733,101613,17082,10
112734,259970,36524,2
112735,125357,11757,8
112736,99485,16782,7
112737,223867,17082,8
112738,256251,17082,2
112739,313043,6336,7
112740,232939,11757,4
112741,102425,17082,9
112742,47383,6336,8
112743,237212,11757,3
112744,145569,6336,7
112745,135093,17082,6
112746,226876,11757,5
112747,155449,6336,9
112748,222620,11757,5
112749,165405,17082,3
112750,147605,11757,6
112751,35385,6336,7
112752,180999,17082,10
112753,242597,6336,4
112754,53649,6336,9
112755,160897,11757,10
112756,297627,6336,6
112757,64959,6336,10
112758,107567,11757,9
112759,210113,6336,3
112760,202202,11757,7
112761,102367,17082,8
112762,168039,6336,8
112763,101907,17082,10
112764,203533,11757,6
112765,153369,6336,5
112766,203994,11757,6
112767,147293,6336,8
112768,130087,11757,10
112769,104437,17082,8
112770,146315,6336,10
112771,98743,17082,7
112772,23963,6336,10
112773,205228,11757,9
112774,146569,6336,10
112775,296222,3271,9
112776,143791,6336,10
112777,140693,11757,9
112778,290944,31147,7
112779,201749,1827,8
112780,207461,31147,4
112781,139961,1827,8
112782,136319,11757,7
112783,208569,31147,8
112784,227600,31147,8
112785,215353,11757,5
112786,207272,31147,10
112787,32749,1827,10
112788,284382,31147,9
112789,208086,31147,9
112790,189703,1827,6
112791,7823,1827,10
112792,207439,31147,8
112793,63395,1827,4
112794,208517,31147,9
112795,166457,1827,9
112796,129347,11757,6
112797,136749,11757,10
112798,311075,38814,4
112799,311925,38814,3
112800,247658,28419,3
112801,207469,31147,9
112802,249212,11757,9
112803,182335,5799,7
112804,206969,31147,7
112805,2867,1827,5
112806,207022,31147,3
112807,12563,1827,7
112808,249507,11757,2
112809,181929,1827,9
112810,8365,1827,10
112811,310175,38814,3
112812,9097,1827,10
112813,758,1827,9
112814,207484,31147,5
112815,311217,38814,7
112816,303674,11757,10
112817,37290,1827,7
112818,311015,38814,2
112819,250924,11757,3
112820,240782,1629,10
112821,31711,1827,9
112822,317197,39708,4
112823,69143,1629,8
112824,311363,38814,1
112825,187835,1827,9
112826,252231,11757,8
112827,2911,1629,10
112828,311026,38814,2
112829,292824,37320,2
112830,4519,1827,9
112831,313377,37320,7
112832,1895,1827,10
112833,252501,11757,8
112834,1072,1827,9
112835,315554,37320,1
112836,307712,11757,7
112837,7786,1827,9
112838,53949,4477,9
112839,317620,37320,8
112840,286067,11757,6
112841,62769,4477,8
112842,241825,11757,10
112843,320433,37320,7
112844,79604,4477,8
112845,296101,5246,3
112846,286951,11757,4
112847,198943,30251,5
112848,200300,30251,10
112849,42273,4477,9
112850,213119,30251,2
112851,242732,11757,8
112852,226755,4477,9
112853,37151,4477,9
112854,283143,37320,1
112855,301991,4477,10
112856,290780,11757,5
112857,10686,4477,7
112858,291237,11757,10
112859,286329,37320,5
112860,11802,4477,7
112861,293714,11757,4
112862,9011,4477,9
112863,282987,37320,6
112864,127023,4477,9
112865,282596,37320,1
112866,297718,37320,8
112867,10685,4477,8
112868,10695,4477,8
112869,290378,37320,4
112870,26372,4477,8
112871,108185,11757,9
112872,126711,47,8
112873,310996,38814,2
112874,228611,11757,5
112875,6778,47,5
112876,302215,47,3
112877,311004,38814,2
112878,129151,11757,9
112879,307481,38814,7
112880,166423,47,8
112881,203023,11757,6
112882,307251,38814,7
112883,310999,38814,2
112884,126787,11757,8
112885,307242,38814,7
112886,145309,47,8
112887,95601,47,9
112888,122171,11757,9
112889,266679,1487,8
112890,189259,2128,5
112891,1338,47,8
112892,120231,11757,8
112893,195689,4943,7
112894,4251,47,10
112895,26163,4943,7
112896,235269,31904,3
112897,274325,11757,3
112898,7581,47,5
112899,133083,11757,9
112900,280339,34812,5
112901,1209,47,9
112902,17552,47,5
112903,317819,34474,7
112904,278843,47,8
112905,180047,47,8
112906,245893,1043,6
112907,31507,1043,6
112908,294930,47,3
112909,154269,11757,7
112910,310053,31861,1
112911,34816,47,2
112912,274206,14629,9
112913,22811,47,10
112914,161863,47,7
112915,116709,11757,8
112916,25000,47,6
112917,236386,11757,5
112918,315191,14629,6
112919,33098,47,3
112920,123879,11757,10
112921,210557,14629,3
112922,626,47,10
112923,117757,11757,9
112924,215107,962,9
112925,78291,14629,9
112926,70649,14629,7
112927,251776,11757,5
112928,29505,962,10
112929,305286,37920,9
112930,68353,962,10
112931,252077,11757,6
112932,252208,11757,5
112933,197509,962,7
112934,306181,37920,7
112935,136327,962,10
112936,252302,11757,4
112937,25107,962,9
112938,307159,37920,7
112939,6291,962,8
112940,253589,11757,5
112941,208056,962,8
112942,325610,37920,8
112943,190017,962,9
112944,254815,11757,5
112945,304220,37920,5
112946,27594,1515,7
112947,233786,962,9
112948,268825,962,4
112949,304314,37920,7
112950,88158,14629,9
112951,14843,962,9
112952,310118,31861,5
112953,193903,1515,6
112954,34839,962,9
112955,53863,1515,3
112956,216924,962,9
112957,126291,11757,9
112958,250720,31861,2
112959,3461,962,10
112960,120007,962,9
112961,119781,11757,9
112962,181006,962,8
112963,223442,11757,6
112964,16471,1043,7
112965,265807,34474,7
112966,134303,962,9
112967,315237,34474,7
112968,405,962,10
112969,223916,28595,5
112970,13254,962,9
112971,132525,11757,9
112972,165191,16662,10
112973,262902,34474,7
112974,197673,28595,1
112975,204548,16662,9
112976,195026,16662,8
112977,266528,34474,7
112978,169361,16662,10
112979,123543,11757,8
112980,305736,37920,6
112981,124481,11757,5
112982,246583,35399,3
112983,169003,16662,8
112984,129743,11757,10
112985,305855,37920,8
112986,244602,16662,6
112987,234334,33886,5
112988,129949,16662,6
112989,313053,37920,4
112990,225152,11757,6
112991,305326,16662,5
112992,298086,3320,4
112993,133609,16662,7
112994,153093,11757,7
112995,267137,2521,4
112996,175423,16662,9
112997,224869,11757,2
112998,134405,16662,10
112999,304204,37920,7
113000,106957,16662,9
113001,88759,10347,5
113002,297934,11757,1
113003,148261,16662,3
113004,245425,11757,10
113005,196344,16662,7
113006,304298,37920,7
113007,113283,16662,8
113008,231167,2521,7
113009,304306,37920,2
113010,20492,2521,5
113011,134287,16662,5
113012,305548,37920,6
113013,10259,2521,7
113014,134745,16662,9
113015,306202,37920,9
113016,109377,11757,8
113017,301364,37920,3
113018,1474,18,8
113019,277168,3320,8
113020,65569,18,6
113021,304206,37920,6
113022,125957,11757,10
113023,13635,3320,3
113024,90957,18,9
113025,301459,37920,5
113026,24277,2521,1
113027,304200,37920,9
113028,306115,37920,7
113029,323246,18,5
113030,145535,11757,7
113031,300337,37920,7
113032,315558,40239,1
113033,126929,11757,8
113034,304193,37920,8
113035,316583,40239,6
113036,152377,11757,10
113037,300816,37920,8
113038,16268,3320,5
113039,8627,18,9
113040,149615,11757,10
113041,304181,37920,9
113042,234607,11757,1
113043,321314,40239,6
113044,152369,11757,7
113045,315360,40239,3
113046,304180,37920,2
113047,199888,27927,4
113048,242957,11757,10
113049,191993,27927,5
113050,304185,37920,8
113051,315316,40239,5
113052,243560,11757,6
113053,300171,37920,2
113054,211961,4943,4
113055,243693,11757,6
113056,315223,40239,10
113057,285696,2128,8
113058,315182,40239,10
113059,243973,11757,6
113060,48291,2128,10
113061,315179,40239,9
113062,244465,11757,7
113063,26097,1487,6
113064,315168,40239,10
113065,3514,1487,8
113066,245583,11757,4
113067,305343,34076,9
113068,248259,19123,10
113069,245172,5873,8
113070,294007,19123,8
113071,139497,5873,7
113072,245698,11757,6
113073,246244,11757,3
113074,247257,11757,7
113075,247350,11757,3
113076,191897,5873,8
113077,315797,232,10
113078,249588,11757,2
113079,325387,25363,8
113080,245257,232,5
113081,250270,11757,3
113082,255325,11757,7
113083,247840,2311,4
113084,256575,11757,10
113085,172621,2311,5
113086,261315,11757,4
113087,308766,23623,9
113088,262478,11757,7
113089,297257,2311,4
113090,264148,11757,4
113091,185223,4722,8
113092,265715,11757,6
113093,267001,11757,6
113094,265191,11757,5
113095,229001,32902,5
113096,264389,11757,10
113097,264592,2511,5
113098,108857,10153,8
113099,261443,10153,7
113100,275855,5193,1
113101,267225,11757,7
113102,19672,2511,9
113103,243045,32606,6
113104,243118,2311,3
113105,222918,32606,5
113106,269498,11757,4
113107,279202,32606,1
113108,216992,23623,3
113109,265134,32606,5
113110,268607,11757,5
113111,271012,11757,7
113112,295802,37921,6
113113,227354,32606,5
113114,185478,9917,4
113115,222541,32606,7
113116,252365,19855,5
113117,235461,4722,8
113118,307886,32606,8
113119,272484,11757,6
113120,203225,17585,10
113121,297457,26351,9
113122,220833,32606,6
113123,579,1735,10
113124,147133,11757,7
113125,290885,19219,10
113126,35047,1735,10
113127,272088,30600,6
113128,114017,11757,8
113129,7529,1735,3
113130,216658,11757,6
113131,62901,88,9
113132,218635,30600,1
113133,66347,1735,10
113134,222977,11757,7
113135,178866,88,6
113136,222902,11597,7
113137,215222,88,6
113138,279798,88,7
113139,78259,4722,10
113140,237974,26351,4
113141,109889,11757,9
113142,189850,1735,6
113143,114563,11757,10
113144,193,1805,8
113145,114163,11757,8
113146,242144,26351,4
113147,133723,11757,7
113148,98975,11757,9
113149,292289,37601,3
113150,281064,36777,7
113151,290601,37601,2
113152,234892,11757,2
113153,246910,26351,3
113154,295692,37601,5
